position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,Amari Cooper,00-0031544,161,4.608695652173913,7.540372670807454,64.45962732919254,0.40993788819875776,0.062111801242236024,0.024844720496894408,2.9627329192546585,85.38509316770187,19.77639751552795
