position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,Davante Adams,00-0031381,190,5.7894736842105265,9.2,72.25263157894737,0.6631578947368421,0.031578947368421054,0.015789473684210527,3.626315789473684,96.38421052631578,26.04736842105263
