position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,Mike Evans,00-0031408,186,4.935483870967742,8.489247311827956,74.47849462365592,0.6129032258064516,0.005376344086021506,0.005376344086021506,3.763440860215054,118.70967741935483,14.833333333333334
