position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,Cooper Kupp,00-0033908,132,5.696969696969697,8.068181818181818,70.21212121212122,0.5075757575757576,0.06818181818181818,0.030303030303030304,3.196969696969697,64.17424242424242,31.356060606060606
